Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
LEGO Harry Potter: Years 1-4;LEGO Harry Potter;PSP;2010;Action;Warner Bros. Interactive Entertainment;0.14;0.36;0.0;0.18;0.68;71.0;4;0.0;0;E10+;68;0.6577777777777775;0.0068253968253968265;0.2590476190476189;0.3236507936507937;0.06809523809523806
Skylanders: Trap Team;Skylanders;PS3;2014;Action;Activision;0.27;0.3;0.0;0.11;0.68;0.0;0;7.0;5;E10+;18;0.635;0.0;0.23777777777777778;0.3277777777777777;0.07
.hack//Mutation Part 2;"";PS2;2002;Role-Playing;Atari;0.23;0.18;0.2;0.06;0.68;76.0;24;8.9;81;T;2;0.32;0.085;0.09;0.115;0.03
Cars: Mater-National Championship;Cars;DS;2007;Racing;THQ;0.63;0.0;0.0;0.05;0.68;69.0;7;6.8;5;E;14;0.5207692307692308;0.01;0.21307692307692308;0.24461538461538462;0.054615384615384614
Kirbys Dream Collection: Special Edition;Kirbys Dream Collection;Wii;2012;Action;Nintendo;0.33;0.0;0.33;0.02;0.68;82.0;6;8.8;37;E10+;16;1.1099999999999999;0.025;0.415;0.53;0.14
Midway Arcade Treasures 2;"";PS2;2004;Misc;Midway Games;0.33;0.26;0.0;0.09;0.68;74.0;28;0.0;0;M;9;0.3422222222222222;0.0;0.09333333333333334;0.21666666666666667;0.027777777777777776
Book of Spells;"";PS3;2012;Action;Sony Computer Entertainment;0.14;0.39;0.0;0.15;0.68;0.0;0;0.0;0;;0;0;0;0;0;0
Return to Castle Wolfenstein: Tides of War;Return to Castle Wolfenstein;X;2003;Shooter;Activision;0.49;0.16;0.0;0.02;0.67;84.0;38;8.8;33;M;1;0.53;0.0;0.2;0.26;0.07
The Evil Within;"";XOne;2014;Action;Bethesda Softworks;0.36;0.25;0.0;0.06;0.67;79.0;24;7.3;432;M;4;0.8475000000000001;0.0625;0.37999999999999995;0.29500000000000004;0.1125
God of War III;"";PS4;2015;Action;Sony Computer Entertainment;0.26;0.29;0.01;0.11;0.67;0.0;0;0.0;0;;1;4.8;0.12;1.34;2.74;0.61
Spider-Man 3;"";PS3;2007;Platform;Activision;0.26;0.29;0.02;0.11;0.67;60.0;33;7.0;40;T;65;0.36874999999999997;0.00125;0.045000000000000005;0.28374999999999995;0.03875000000000001
Street Sk8er;"";PS;1998;Sports;Electronic Arts;0.37;0.25;0.0;0.04;0.67;0.0;0;0.0;0;;102;0.45500000000000007;0.0005555555555555556;0.12388888888888888;0.2908333333333333;0.04083333333333334
F1 2015;"";PS4;2015;Racing;Codemasters;0.09;0.45;0.03;0.1;0.67;65.0;46;6.4;44;E;71;0.5331914893617021;0.10042553191489362;0.22340425531914887;0.1546808510638298;0.05446808510638295
100 Classic Books;"";DS;2008;Misc;Nintendo;0.12;0.53;0.0;0.02;0.67;70.0;7;6.0;12;;1;0.07;0.0;0.01;0.05;0.01
Disney Tangled;"";Wii;2010;Action;Disney Interactive Studios;0.46;0.16;0.0;0.05;0.67;0.0;0;0.0;0;;107;0.35666666666666674;0.006363636363636363;0.12060606060606058;0.19424242424242424;0.03727272727272728
Mass Effect;"";PC;2008;Role-Playing;Electronic Arts;0.0;0.59;0.0;0.08;0.67;89.0;45;8.6;2411;M;12;1.6949999999999998;0.01875;0.54125;0.9649999999999999;0.17125
Contra: Legacy of War;Contra;PS;1996;Shooter;Konami Digital Entertainment;0.37;0.25;0.0;0.04;0.67;0.0;0;0.0;0;;236;1.1469767441860463;0.016511627906976748;0.3197674418604652;0.7090697674418606;0.10162790697674412
Fight Night Round 2004;"";X;2004;Fighting;Electronic Arts;0.46;0.18;0.0;0.03;0.67;0.0;0;0.0;0;;10;1.011;0.002;0.203;0.7070000000000001;0.098
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS;Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin;DS;2006;Misc;Rocket Company;0.0;0.0;0.67;0.0;0.67;0.0;0;0.0;0;;7;0.42000000000000004;0.42000000000000004;0.0;0.0;0.0
Spice World;"";PS;1998;Action;Sony Computer Entertainment;0.37;0.25;0.0;0.04;0.67;0.0;0;0.0;0;;274;0.524418604651163;0.05604651162790698;0.13488372093023254;0.28651162790697665;0.046511627906976764
Star Wars: Republic Commando;Star Wars;X;2005;Shooter;Activision;0.48;0.17;0.0;0.02;0.67;78.0;54;8.9;89;T;122;1.3326923076923078;0.011923076923076925;0.45115384615384624;0.7273076923076923;0.14461538461538462
Armored Core 3;"";PS2;2002;Simulation;Metro 3D;0.22;0.17;0.23;0.06;0.67;74.0;23;9.0;33;T;21;0.22285714285714284;0.09904761904761905;0.03666666666666668;0.07285714285714288;0.014761904761904764
The LEGO Movie Videogame;"";PS4;2014;Action;Warner Bros. Interactive Entertainment;0.24;0.31;0.01;0.11;0.67;71.0;31;7.1;98;E10+;7;0.6428571428571429;0.014285714285714287;0.26285714285714284;0.2985714285714286;0.07
Taiko no Tatsujin Wii;"";Wii;2008;Misc;Namco Bandai Games;0.0;0.0;0.67;0.0;0.67;0.0;0;0.0;0;;4;0.32;0.32;0.0;0.0;0.0
London 2012: The Official Video Game of the Olympic Games;London 2012;PS3;2012;Sports;Sega;0.06;0.48;0.0;0.14;0.67;0.0;0;0.0;0;;67;2.3470000000000004;0.20400000000000001;1.145;0.738;0.262
Turok;"";PS3;2008;Action;Touchstone;0.35;0.21;0.01;0.1;0.67;67.0;38;6.0;39;M;10;0.38;0.005;0.10500000000000001;0.23;0.035
Red Steel;"";Wii;2006;Shooter;Ubisoft;0.54;0.03;0.04;0.05;0.67;63.0;54;6.8;121;T;1;0.62;0.01;0.21;0.35;0.06
Wild ARMs 2;"";PS;1999;Role-Playing;Sony Computer Entertainment;0.19;0.13;0.31;0.04;0.67;0.0;0;0.0;0;;7;0.33428571428571424;0.13285714285714287;0.07285714285714286;0.10714285714285714;0.025714285714285717
Summer Sports: Paradise Island (Others sales);Summer Sports;Wii;2008;Sports;Ubisoft;0.0;0.66;0.0;0.01;0.67;0.0;0;0.0;0;;3;0.34;0.0;0.07;0.24;0.02333333333333333
Need for Speed: Shift 2 Unleashed;Need for Speed;PS3;2011;Racing;Electronic Arts;0.2;0.35;0.0;0.12;0.67;0.0;0;0.0;0;;82;1.252727272727273;0.01402597402597403;0.46974025974025974;0.5937662337662338;0.17662337662337652
The Fairly Odd Parents: Breakin Da Rules;The Fairly Odd Parents;PS2;2003;Platform;THQ;0.33;0.25;0.0;0.09;0.67;0.0;0;0.0;0;;11;0.2785714285714285;0.0;0.07285714285714286;0.19285714285714284;0.011428571428571427
Virtua Tennis: World Tour (US & Others sales);Virtua Tennis;PSP;2005;Sports;Sega;0.16;0.36;0.0;0.14;0.67;0.0;0;0.0;0;;4;0.5466666666666666;0.11333333333333333;0.3866666666666667;0.016666666666666666;0.03
Unreal Tournament III;"";PS3;2007;Shooter;Midway Games;0.33;0.23;0.0;0.1;0.67;86.0;42;7.7;127;M;2;0.265;0.005;0.11000000000000001;0.125;0.030000000000000002
Lalaloopsy;"";DS;2011;Simulation;Activision;0.51;0.1;0.0;0.06;0.67;0.0;0;0.0;0;E;0;0;0;0;0;0
Adventures of Tron;"";2600;1981;Action;Mattel Interactive;0.63;0.03;0.0;0.01;0.67;0.0;0;0.0;0;;62;0.6631818181818181;0.005454545454545454;0.18863636363636357;0.3777272727272727;0.09136363636363636
The Sims 3;"";DS;2010;Simulation;Electronic Arts;0.38;0.22;0.0;0.06;0.67;73.0;9;6.4;20;E;80;0.8507792207792209;0.0009090909090909092;0.36675324675324694;0.4022077922077924;0.0802597402597402
The Sims 3: High-End Loft Stuff;The Sims 3;PC;2010;Simulation;Electronic Arts;0.01;0.54;0.0;0.11;0.67;0.0;0;6.5;17;T;15;0.30599999999999994;0.0;0.16533333333333328;0.076;0.06466666666666668
Napoleon: Total War;Napoleon;PC;2010;Strategy;Sega;0.02;0.53;0.0;0.12;0.67;81.0;56;7.9;517;T;294;0.21262295081967206;0.025409836065573774;0.09081967213114747;0.07901639344262294;0.01704918032786886
Rocksmith 2014;"";PC;2013;Misc;Ubisoft;0.37;0.24;0.0;0.06;0.67;0.0;0;0.0;0;;9;0.6011111111111113;0.01666666666666667;0.13777777777777775;0.3744444444444444;0.07333333333333332
Fossil Fighters: Champions;Fossil Fighters;DS;2010;Role-Playing;Nintendo;0.31;0.0;0.34;0.02;0.67;68.0;8;7.1;11;E;77;0.52;0.17666666666666667;0.013333333333333334;0.30666666666666664;0.02333333333333333
Command & Conquer: Red Alert 3;Command & Conquer;PC;2008;Strategy;Electronic Arts;0.01;0.64;0.0;0.02;0.67;0.0;0;0.0;0;;19;0.5088888888888888;0.0;0.14388888888888884;0.3422222222222222;0.023333333333333334
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe;The Chronicles of Narnia;GBA;2005;Action;Disney Interactive Studios;0.48;0.18;0.0;0.01;0.67;66.0;7;6.8;5;E;9;0.2677777777777778;0.0;0.03555555555555556;0.20888888888888887;0.024444444444444442
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou;Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft;DS;2006;Misc;IE Institute;0.0;0.0;0.66;0.0;0.66;0.0;0;0.0;0;;5;0.21600000000000003;0.21600000000000003;0.0;0.0;0.0
Disney Infinity 2.0: Marvel Super Heroes;Disney Infinity 2.0;WiiU;2014;Action;Disney Interactive Studios;0.38;0.22;0.0;0.06;0.66;0.0;0;0.0;0;;36;0.6222222222222222;0.003333333333333333;0.24037037037037035;0.3044444444444445;0.07481481481481482
Madden NFL 10;"";PSP;2009;Sports;Electronic Arts;0.5;0.08;0.0;0.08;0.66;0.0;0;7.8;5;E;96;1.3021875;0.0014583333333333332;0.07770833333333331;1.1034374999999998;0.11989583333333326
Pro Pinball: Big Race USA;Pro Pinball;PS;1999;Simulation;Take-Two Interactive;0.37;0.25;0.0;0.04;0.66;69.0;4;0.0;0;E;8;0;0;0;0;0
NFL Street;"";X;2004;Sports;Electronic Arts;0.49;0.15;0.0;0.02;0.66;81.0;38;8.8;9;E;7;0.6714285714285715;0.0;0.13142857142857142;0.4714285714285714;0.06999999999999999
Final Fantasy Crystal Chronicles: Ring of Fates;Final Fantasy Crystal Chronicles;DS;2007;Role-Playing;Square Enix;0.22;0.01;0.42;0.02;0.66;77.0;41;7.1;26;E10+;16;1.1753333333333333;0.4573333333333333;0.13466666666666666;0.4306666666666667;0.15466666666666665
Blazing Angels: Squadrons of WWII;Blazing Angels;PS3;2006;Simulation;Ubisoft;0.35;0.22;0.0;0.1;0.66;67.0;26;6.9;9;T;7;0.24571428571428572;0.0;0.018571428571428572;0.2085714285714286;0.018571428571428572
Bakugan: Battle Brawlers;Bakugan;Wii;2009;Action;Activision;0.59;0.03;0.0;0.05;0.66;62.0;12;7.2;11;E;61;0.28846153846153844;0.03653846153846154;0.048846153846153845;0.18076923076923074;0.021923076923076927
WWE SmackDown vs. RAW 2007;"";PSP;2006;Fighting;THQ;0.33;0.2;0.0;0.14;0.66;78.0;13;8.1;21;T;29;1.1434482758620688;0.005862068965517241;0.3362068965517241;0.586206896551724;0.2141379310344827
Country Dance;"";Wii;2011;Misc;Funbox Media;0.58;0.04;0.0;0.05;0.66;0.0;0;0.0;0;E10+;2;0.45;0.0;0.0;0.43;0.03
Tony Hawks Proving Ground;"";PS2;2007;Sports;Activision;0.55;0.02;0.0;0.09;0.66;65.0;6;6.6;17;T;13;0.6676923076923077;0.0007692307692307692;0.14076923076923079;0.48615384615384616;0.04
The Darkness;"";PS3;2007;Shooter;Take-Two Interactive;0.2;0.33;0.0;0.13;0.66;80.0;35;7.7;109;M;136;0.41764705882352937;0.003529411764705882;0.1223529411764706;0.2576470588235294;0.034705882352941184
MLB 2004;"";PS2;2003;Sports;Sony Computer Entertainment;0.32;0.25;0.0;0.08;0.66;61.0;21;7.9;9;E;59;0.37228070175438593;0.00368421052631579;0.055789473684210514;0.2729824561403509;0.0394736842105263
BioShock Infinite;"";PC;2013;Shooter;Take-Two Interactive;0.29;0.3;0.0;0.07;0.66;94.0;68;8.5;7350;M;4;1.815;0.03;0.595;0.97;0.22000000000000003
Naruto Shippuden: Ultimate Ninja 4;Naruto Shippuden;PS2;2007;Fighting;Atari;0.26;0.01;0.13;0.26;0.66;0.0;0;0.0;0;;55;0.4375609756097562;0.10829268292682928;0.08926829268292683;0.20195121951219516;0.039268292682926836
Tiger Woods PGA Tour 2000;"";PS;1998;Sports;Electronic Arts;0.37;0.25;0.0;0.04;0.66;0.0;0;0.0;0;;55;0.5567272727272726;0.0;0.14709090909090908;0.34618181818181815;0.06181818181818181
Darkstone;"";PS;2001;Role-Playing;Electronic Arts;0.37;0.25;0.0;0.04;0.66;58.0;10;8.4;13;T;0;0;0;0;0;0
LEGO Harry Potter: Years 5-7;LEGO Harry Potter;DS;2011;Action;Warner Bros. Interactive Entertainment;0.34;0.25;0.0;0.07;0.66;69.0;4;0.0;0;E10+;68;0.6580952380952378;0.0068253968253968265;0.2607936507936507;0.3204761904761905;0.0698412698412698
NCAA March Madness 2003;"";PS2;2002;Sports;Electronic Arts;0.32;0.25;0.0;0.08;0.66;74.0;13;8.0;27;E;11;0.3763636363636364;0.0;0.08181818181818182;0.25545454545454543;0.040909090909090916
Finding Nemo;"";X;2003;Action;THQ;0.48;0.16;0.0;0.02;0.66;63.0;11;0.0;0;E;7;1.2057142857142857;0.012857142857142857;0.35714285714285715;0.777142857142857;0.05714285714285715
Thrillville;"";PS2;2006;Strategy;Atari;0.55;0.02;0.0;0.09;0.66;69.0;32;2.9;52;E10+;6;0.22666666666666668;0.0;0.034999999999999996;0.16833333333333333;0.02
Lollipop Chainsaw;"";PS3;2012;Action;Warner Bros. Interactive Entertainment;0.27;0.2;0.11;0.08;0.66;67.0;37;7.1;199;M;1;0.48;0.02;0.12;0.31;0.04
Jikkyou World Soccer 2000 Final Edition;"";PS2;2000;Sports;Konami Digital Entertainment;0.0;0.0;0.66;0.0;0.66;0.0;0;0.0;0;;0;0;0;0;0;0
Hidden Objects: Mystery Stories;Hidden Objects;DS;2009;Adventure;GSP;0.18;0.43;0.0;0.05;0.66;0.0;0;0.0;0;;111;0.20131578947368423;0.009736842105263158;0.07447368421052633;0.09736842105263159;0.02052631578947369
Madagascar;"";GC;2005;Platform;Activision;0.52;0.13;0.0;0.02;0.66;70.0;21;0.0;0;E10+;23;0.6950000000000001;0.0;0.195;0.46499999999999997;0.0325
Tom Clancys EndWar;"";PS3;2008;Strategy;Ubisoft;0.33;0.22;0.01;0.11;0.66;76.0;33;6.6;42;T;39;0.2466666666666667;0.0033333333333333335;0.06166666666666667;0.1633333333333333;0.02333333333333333
Castlevania: Lords of Shadow;Castlevania;X360;2010;Action;Konami Digital Entertainment;0.42;0.17;0.01;0.05;0.66;83.0;70;7.8;239;M;19;0.31100000000000005;0.02;0.11600000000000002;0.137;0.038
Puzzler Brain Games;"";Wii;2012;Puzzle;Namco Bandai Games;0.0;0.0;0.66;0.0;0.66;0.0;0;0.0;0;;0;0;0;0;0;0
NHL 10;"";X360;2009;Sports;Electronic Arts;0.51;0.1;0.0;0.06;0.66;88.0;52;8.4;71;E10+;111;0.3238679245283019;0.0;0.08367924528301877;0.2089622641509435;0.030471698113207497
TV Show King Party;"";Wii;2008;Puzzle;Ubisoft;0.18;0.4;0.0;0.08;0.66;0.0;0;0.0;0;T;0;0;0;0;0;0
Metro: Last Light;Metro;PS4;2014;Action;Deep Silver;0.22;0.3;0.04;0.1;0.66;0.0;0;0.0;0;;19;1.322222222222222;0.04;0.5299999999999999;0.5766666666666667;0.17555555555555558
Dragon Quest Monsters: Caravan Heart;Dragon Quest Monsters;GBA;2003;Role-Playing;Enix Corporation;0.0;0.0;0.64;0.02;0.66;0.0;0;0.0;0;;41;1.3606666666666667;1.238333333333333;0.04433333333333333;0.06533333333333333;0.013333333333333336
Strawberry Shortcake: Summertime Adventure;Strawberry Shortcake;GBA;2004;Adventure;Majesco Entertainment;0.47;0.18;0.0;0.01;0.66;0.0;0;0.0;0;E;158;0.2691304347826087;0.017826086956521738;0.053478260869565225;0.18391304347826076;0.012608695652173915
Street Fighter Anniversary Collection;"";PS2;2004;Fighting;Capcom;0.32;0.25;0.0;0.08;0.66;78.0;30;8.7;20;T;1;0.15;0.0;0.03;0.11;0.01
Legend of Legaia;"";PS;1998;Role-Playing;Sony Computer Entertainment;0.37;0.25;0.0;0.04;0.66;0.0;0;0.0;0;;125;0.4621739130434782;0.1317391304347826;0.08869565217391305;0.20826086956521744;0.034782608695652174
NHL 13;"";X360;2012;Sports;Electronic Arts;0.51;0.1;0.0;0.05;0.66;83.0;44;6.6;86;E10+;111;0.3238679245283019;0.0;0.08367924528301877;0.2089622641509435;0.030566037735849007
Rayman Legends;"";WiiU;2013;Platform;Ubisoft;0.25;0.33;0.03;0.05;0.66;92.0;35;8.7;467;E10+;5;0.514;0.0;0.306;0.138;0.074
The Sims: Bustin Out;The Sims;GC;2003;Simulation;Electronic Arts;0.43;0.2;0.0;0.03;0.66;81.0;30;9.0;15;T;51;0.8805128205128206;0.0007692307692307692;0.29589743589743583;0.5179487179487181;0.06615384615384615
Keystone Kapers;"";2600;1982;Action;Activision;0.62;0.04;0.0;0.01;0.66;0.0;0;0.0;0;;0;0;0;0;0;0
Ratatouille;"";PSP;2007;Action;THQ;0.22;0.27;0.0;0.16;0.66;64.0;7;7.1;7;E;9;0.46875;0.0;0.135;0.22625;0.10375000000000001
The Crew;"";XOne;2014;Racing;Ubisoft;0.27;0.34;0.0;0.05;0.66;64.0;18;5.9;177;T;9;0.5525;0.0075;0.35000000000000003;0.12;0.07750000000000001
Shrek: Hassle at the Castle;Shrek;GBA;2002;Action;TDK Mediactive;0.47;0.17;0.0;0.01;0.66;71.0;7;7.4;5;E;41;0.39999999999999986;0.04384615384615384;0.05384615384615385;0.27615384615384614;0.026923076923076925
Plants vs. Zombies: Garden Warfare;Plants vs. Zombies;PS3;2014;Shooter;Electronic Arts;0.22;0.32;0.01;0.11;0.66;0.0;0;7.8;24;E10+;48;1.195714285714286;0.0014285714285714286;0.41;0.6671428571428571;0.11642857142857142
Suikoden IV;"";PS2;2004;Role-Playing;Konami Digital Entertainment;0.17;0.13;0.3;0.05;0.66;63.0;44;7.4;48;T;0;0;0;0;0;0
Gods Eater Burst;"";PSP;2010;Action;Namco Bandai Games;0.03;0.0;0.62;0.0;0.66;71.0;30;7.9;35;T;3;0.02;0.02;0.0;0.0;0.0
Fist of the North Star: Kens Rage;Fist of the North Star;PS3;2010;Action;Ubisoft Annecy;0.06;0.03;0.55;0.01;0.66;60.0;30;6.9;29;M;5;0.11;0.06;0.01;0.035;0.005
One Piece: Pirate Warriors 2;One Piece;PS3;2013;Action;Namco Bandai Games;0.0;0.19;0.42;0.05;0.66;71.0;35;7.8;61;T;22;0.3411111111111111;0.20111111111111113;0.08444444444444446;0.03222222222222222;0.025555555555555557
Disney's Kim Possible 2: Drakkens Demise;Disney's Kim Possible 2;GBA;2004;Platform;Disney Interactive Studios;0.47;0.17;0.0;0.01;0.66;77.0;8;0.0;0;E;124;0.4645945945945946;0.02945945945945946;0.11594594594594594;0.2954054054054054;0.02378378378378379
Um Jammer Lammy;"";PS;1998;Misc;Sony Computer Entertainment;0.12;0.08;0.41;0.04;0.66;0.0;0;0.0;0;;0;0;0;0;0;0
Brothers In Arms: Road to Hill 30;Brothers In Arms;X;2005;Shooter;Ubisoft;0.49;0.14;0.0;0.02;0.66;88.0;64;8.0;69;M;11;0.3418181818181818;0.0;0.08545454545454546;0.20818181818181813;0.04363636363636363
Taiko no Tatsujin DS: Touch de Dokodon!;Taiko no Tatsujin DS;DS;2007;Misc;Namco Bandai Games;0.0;0.0;0.66;0.0;0.66;0.0;0;0.0;0;;20;0.32437499999999997;0.32437499999999997;0.0;0.0;0.0
Animaniacs Ten Pin Alley;"";PS;1998;Sports;ASC Games;0.36;0.25;0.0;0.04;0.66;0.0;0;0.0;0;;6;0.02;0.0;0.0;0.02;0.0
Mortal Kombat;"";PSV;2012;Fighting;Warner Bros. Interactive Entertainment;0.42;0.13;0.0;0.1;0.65;85.0;51;7.8;192;M;35;1.1318181818181814;0.0006060606060606061;0.24151515151515152;0.803030303030303;0.08515151515151516
Freedom Wars;"";PSV;2014;Role-Playing;Sony Computer Entertainment;0.15;0.1;0.32;0.08;0.65;73.0;39;8.3;266;T;0;0;0;0;0;0
Kung Fu Panda;"";PS2;2008;Action;Activision;0.24;0.0;0.0;0.41;0.65;73.0;6;8.6;5;E10+;14;0.47357142857142864;0.0;0.15999999999999998;0.26357142857142857;0.047857142857142855
Ratchet & Clank: Into the Nexus;Ratchet & Clank;PS3;2013;Shooter;Sony Computer Entertainment;0.3;0.25;0.0;0.1;0.65;0.0;0;0.0;0;;21;1.24;0.22;0.03;0.85;0.14
Evolve;"";XOne;2015;Shooter;Take-Two Interactive;0.39;0.2;0.0;0.06;0.65;74.0;31;5.1;337;M;16;1.3225;0.0375;0.3325;0.8912500000000001;0.06375
The Last Story;"";Wii;2011;Role-Playing;Nintendo;0.3;0.13;0.18;0.04;0.65;80.0;61;8.4;179;T;0;0;0;0;0;0
Club Penguin: Elite Penguin Force - Herberts Revenge;Club Penguin;DS;2010;Adventure;Disney Interactive Studios;0.39;0.21;0.0;0.06;0.65;0.0;0;0.0;0;;3;3.14;0.0;0.97;1.87;0.3
Shaun White Snowboarding;"";PS3;2008;Sports;Ubisoft;0.31;0.24;0.01;0.1;0.65;63.0;30;6.3;26;T;6;0.6033333333333334;0.0;0.165;0.37833333333333324;0.05833333333333334
The Biggest Loser: Challenge;The Biggest Loser;Wii;2010;Sports;THQ;0.48;0.12;0.0;0.05;0.65;0.0;0;0.0;0;E;75;0.31545454545454543;0.015454545454545453;0.09954545454545455;0.16636363636363638;0.03363636363636364
Radiata Stories;"";PS2;2005;Role-Playing;Square Enix;0.18;0.14;0.29;0.05;0.65;74.0;36;9.1;55;T;62;0.41333333333333333;0.15666666666666665;0.05611111111111111;0.17888888888888888;0.022222222222222223
Peppa Pig: Fun and Games;Peppa Pig;DS;2010;Misc;Ubisoft;0.0;0.57;0.0;0.09;0.65;0.0;0;0.0;0;;173;0.38830508474576275;0.06152542372881354;0.13457627118644064;0.16779661016949157;0.023389830508474582
LEGO Jurassic World;"";3DS;2015;Action;Warner Bros. Interactive Entertainment;0.31;0.25;0.03;0.05;0.65;0.0;0;7.2;11;E10+;7;0.6071428571428571;0.0071428571428571435;0.2514285714285714;0.2728571428571428;0.07714285714285715
Far Cry 4;"";PC;2014;Shooter;Ubisoft;0.16;0.45;0.0;0.05;0.65;80.0;17;6.7;1079;M;18;1.3566666666666665;0.026666666666666672;0.6608333333333334;0.48999999999999994;0.18083333333333332
Wario: Master of Disguise;Wario;DS;2007;Platform;Nintendo;0.28;0.02;0.33;0.03;0.65;60.0;35;7.4;19;E10+;55;1.2400000000000002;0.20600000000000002;0.334;0.612;0.08800000000000001
F-Zero GX;"";GC;2003;Racing;Nintendo;0.41;0.11;0.12;0.02;0.65;89.0;50;8.6;163;T;0;0;0;0;0;0
Disney's Chicken Little;"";PS2;2005;Platform;Disney Interactive Studios;0.32;0.25;0.0;0.08;0.65;60.0;20;8.9;7;E10+;5;0.36999999999999994;0.0;0.08666666666666667;0.27;0.006666666666666667
Scene It? Box Office Smash;"";X360;2008;Misc;Microsoft Game Studios;0.33;0.25;0.0;0.07;0.65;76.0;32;7.4;25;T;0;0;0;0;0;0
Yoshi Topsy-Turvy;"";GBA;2004;Platform;Nintendo;0.25;0.09;0.3;0.01;0.65;60.0;23;6.6;5;E;12;2.0025;0.63625;0.33875000000000005;0.9537500000000001;0.07625
Metal Gear Solid V: The Phantom Pain;Metal Gear Solid V;PS3;2015;Action;Konami Digital Entertainment;0.22;0.13;0.23;0.07;0.65;0.0;0;7.2;175;M;36;1.2169999999999999;0.22499999999999998;0.31966666666666654;0.4956666666666667;0.17633333333333331
Monster Jam: Maximum Destruction;Monster Jam;PS2;2002;Racing;Ubisoft;0.32;0.25;0.0;0.08;0.65;47.0;11;6.0;6;T;16;0.20437499999999997;0.0;0.01375;0.17437500000000003;0.01625
Cartoon Network Block Party / Cartoon Network Speedway Double Pack;"";GBA;2005;Misc;THQ;0.47;0.17;0.0;0.01;0.65;0.0;0;0.0;0;;0;0;0;0;0;0
Tiger Woods PGA Tour 09;"";PS3;2008;Sports;Electronic Arts;0.34;0.22;0.0;0.1;0.65;82.0;34;7.2;9;E;55;0.5569090909090909;0.0;0.14763636363636365;0.34672727272727266;0.060727272727272706
World of Dragon Warrior - Torneko: The Last Hope;World of Dragon Warrior - Torneko;PS;1999;Role-Playing;Enix Corporation;0.02;0.01;0.58;0.04;0.65;0.0;0;0.0;0;;16;1.895;1.709;0.061;0.10500000000000001;0.019
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);Transformers;PSP;2007;Action;Activision;0.23;0.26;0.0;0.16;0.65;0.0;0;0.0;0;;14;0.624;0.002;0.122;0.44399999999999995;0.057999999999999996
Tiger Woods PGA Tour 09;"";X360;2008;Sports;Electronic Arts;0.35;0.23;0.0;0.07;0.65;84.0;41;7.8;29;E;55;0.5569090909090909;0.0;0.14745454545454545;0.34654545454545455;0.061272727272727256
Assassins Creed IV: Black Flag;Assassins Creed IV;PC;2013;Action;Ubisoft;0.22;0.38;0.0;0.05;0.65;84.0;10;7.7;1483;M;23;2.072380952380952;0.03571428571428571;0.7919047619047619;0.980952380952381;0.26333333333333336
Advance Wars 2: Black Hole Rising;Advance Wars 2;GBA;2003;Strategy;Nintendo;0.47;0.17;0.0;0.01;0.65;89.0;34;9.4;97;E;5;0.37;0.0;0.0825;0.2675;0.0175
Borderlands 2;"";PSV;2014;Shooter;Take-Two Interactive;0.33;0.16;0.01;0.15;0.65;64.0;31;7.6;358;M;12;1.2566666666666666;0.021666666666666667;0.3741666666666666;0.7183333333333332;0.1416666666666667
Centipede;"";PS;1998;Shooter;Atari;0.36;0.25;0.0;0.04;0.65;0.0;0;0.0;0;;4;0.48666666666666675;0.0;0.02666666666666667;0.45;0.0033333333333333335
Drakengard;"";PS2;2003;Role-Playing;Square Enix;0.19;0.15;0.26;0.05;0.65;63.0;55;9.1;89;M;2;0.225;0.095;0.025;0.08;0.02
SingStar Pop Hits;"";PS2;2007;Misc;Sony Computer Entertainment;0.0;0.5;0.0;0.15;0.65;0.0;0;0.0;0;;0;0;0;0;0;0
Kung-Fu Master;"";2600;1987;Action;Activision;0.6;0.04;0.0;0.01;0.65;0.0;0;0.0;0;;0;0;0;0;0;0
Champions: Return to Arms;Champions;PS2;2005;Role-Playing;Sony Online Entertainment;0.32;0.25;0.0;0.08;0.65;77.0;48;8.8;43;T;87;0.36;0.15846153846153846;0.054615384615384614;0.12230769230769231;0.024615384615384615
Harry Potter and the Goblet of Fire;"";PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29;6.7;48;E10+;6;0.2816666666666667;0.0;0.051666666666666666;0.2183333333333333;0.011666666666666667
Toy Story 3: The Video Game;Toy Story 3;PSP;2010;Action;Disney Interactive Studios;0.27;0.24;0.0;0.14;0.65;0.0;0;0.0;0;;78;0.736216216216216;0.005135135135135136;0.27351351351351355;0.37405405405405406;0.08297297297297299
